City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
218,ngunguru,-35.6167,174.5,69.04,94,100,7.92,NZ,1675191275
219,nawa,27.0167,75.0,55.81,51,0,5.5,IN,1675191275
220,sayyan,15.1718,44.3244,57.49,49,10,0.54,YE,1675191276
221,mardin,37.3131,40.7436,37.33,91,100,2.93,TR,1675191276
222,aleksandriya,45.0947,43.2456,40.77,68,100,9.78,RU,1675191276
223,ambon,-3.6954,128.1814,77.14,94,20,3.44,ID,1675191277
224,peredovaya,44.1172,41.4756,33.89,84,98,1.52,RU,1675191277
225,inta,66.0317,60.1659,18.68,83,100,10.22,RU,1675191278
226,ypsilanti,42.2412,-83.613,20.64,60,75,9.22,US,1675191278
227,rolla,37.9514,-91.7713,21.06,63,0,5.99,US,1675191279
228,port-gentil,-0.7193,8.7815,80.56,78,20,5.75,GA,1675191279
229,khandyga,62.6667,135.6,-30.06,98,100,1.99,RU,1675191280
230,khani,41.9563,42.9566,33.37,76,100,1.57,GE,1675191280
231,manitouwadge,49.1215,-85.8403,8.44,81,86,12.21,CA,1675191280
232,salamanca,40.8333,-6.0,36.75,75,3,6.08,ES,1675191281
233,aligudarz,33.4006,49.6949,30.25,93,91,4.41,IR,1675191281
234,vostok,46.4856,135.8833,-5.13,96,100,3.49,RU,1675191282
235,ahipara,-35.1667,173.1667,67.46,96,100,6.42,NZ,1675191283
236,lompoc,34.6391,-120.4579,60.85,58,0,4.61,US,1675191283
237,vestmanna,62.1564,-7.1664,40.12,87,75,17.27,FO,1675191284
238,ginda,30.6945,78.4932,39.97,32,0,9.17,IN,1675191284
239,vestmannaeyjar,63.4427,-20.2734,32.99,69,40,21.85,IS,1675191285
240,evans,33.5337,-82.1307,68.38,67,100,7.0,US,1675191169
241,ahuimanu,21.4447,-157.8378,74.91,90,100,10.36,US,1675191286
242,boffa,10.1667,-14.0333,78.93,60,11,7.0,GN,1675191286
243,bethel,41.3712,-73.414,37.76,65,87,1.99,US,1675191286
244,ponta do sol,32.6667,-17.1,59.72,66,38,6.67,PT,1675191287
245,san quintin,30.4833,-115.95,57.15,57,0,4.76,MX,1675191287
246,puerto castilla,16.0167,-85.9667,84.15,61,75,5.75,HN,1675191288
247,singaparna,-7.3515,108.111,71.73,92,100,2.3,ID,1675191288
248,wolow,51.3366,16.6443,40.12,96,100,21.88,PL,1675191289
249,chokurdakh,70.6333,147.9167,2.44,97,100,3.22,RU,1675191289
250,lewiston,44.1003,-70.2148,30.34,50,90,5.99,US,1675191096
251,bonfim,3.0833,-59.95,91.35,32,87,4.45,BR,1675191290
252,fomboni,-12.28,43.7425,82.54,72,10,5.82,KM,1675191290
253,baykit,61.67,96.37,-0.67,99,100,1.23,RU,1675191194
254,severo-kurilsk,50.6789,156.125,21.15,63,88,6.04,RU,1675191291
255,sangar,63.9242,127.4739,-33.48,94,100,4.41,RU,1675191291
256,sitka,57.0531,-135.33,40.89,70,100,9.22,US,1675191292
